zip,lat,lng
13786,42.4414,-74.6946
13787,42.205,-75.6676
13788,42.351,-74.6581
13790,42.1702,-75.998
13794,42.3931,-76.0136
13795,42.0607,-75.78
13796,42.5507,-75.1397
13797,42.3304,-76.0483
13801,42.5096,-75.7797
13802,42.2494,-76.0405
13803,42.4565,-76.0633
13804,42.2103,-75.3739
13806,42.3736,-74.9651
13807,42.6087,-74.9865
13808,42.5279,-75.2565
13809,42.4038,-75.3955
13810,42.6117,-75.1115
13811,42.2318,-76.1746
13812,42.0301,-76.3539
13813,42.1669,-75.5475
13815,42.5469,-75.5312
13820,42.4747,-75.0406
13825,42.4394,-75.2022
13826,42.1026,-75.6399
13827,42.112,-76.2546
13830,42.44,-75.628
13832,42.6578,-75.6759
13833,42.1994,-75.7672
13834,42.5338,-74.9628
13835,42.3896,-76.1712
13838,42.2857,-75.3927
13839,42.2614,-75.258
13841,42.4137,-75.8369
13842,42.3737,-74.724
13843,42.5244,-75.3734
13844,42.6101,-75.6704
13845,42.0547,-76.3537
13846,42.3628,-75.0522
13847,42.1859,-75.2906
13849,42.3438,-75.3115
13850,42.0488,-76.0266
13856,42.1659,-75.1672
13859,42.3709,-75.2485
13860,42.4514,-74.9381
13861,42.5053,-75.1491
13862,42.3364,-75.9385
13863,42.4485,-75.9087
13864,42.2894,-76.3927
13865,42.0628,-75.6331
13901,42.1824,-75.8799
13902,42.0889,-75.9689
13903,42.0474,-75.8954
13904,42.1308,-75.816
13905,42.1802,-75.9447
14001,43.033,-78.512
14004,42.8947,-78.5097
14005,42.9169,-78.2503
14006,42.6337,-79.0232
14008,43.3117,-78.6267
14009,42.5746,-78.3933
14011,42.8323,-78.2969
14012,43.3344,-78.5255
14013,43.0814,-78.3976
14020,42.9962,-78.2127
14024,42.5801,-78.2493
14025,42.6222,-78.7271
14026,42.9424,-78.688
14028,43.3161,-78.7178
14030,42.5663,-78.501
14031,42.9872,-78.6108
14032,43.0467,-78.6307
14033,42.6606,-78.6869
14034,42.4982,-78.861
14035,42.4908,-78.8483
14036,42.975,-78.3873
14037,42.8058,-78.4551
14039,42.8363,-78.1693
14040,42.8893,-78.3812
14041,42.4036,-78.9736
14042,42.469,-78.4865
14043,42.9019,-78.7034
14047,42.6858,-78.9935
14048,42.4805,-79.3116
14051,43.0422,-78.6991
14052,42.7702,-78.5811
14054,42.9152,-78.1275
14055,42.5547,-78.6014
14057,42.6458,-78.8773
14058,43.1024,-78.1627
14059,42.8337,-78.636
14060,42.4466,-78.3079
14061,42.5939,-79.0794
14062,42.4409,-79.1507
14063,42.414,-79.326
14065,42.4872,-78.3132
14066,42.6242,-78.1804
14067,43.2157,-78.5666
14068,43.0275,-78.7565
14069,42.6076,-78.6338
14070,42.4361,-78.9258
14072,43.0182,-78.9636
14075,42.7139,-78.8324
14080,42.6441,-78.5467
14081,42.5618,-79.0636
14082,42.6566,-78.3824
14085,42.7141,-78.9292
14086,42.9081,-78.629
14091,42.5424,-78.8836
14092,43.1735,-78.9936
14094,43.1602,-78.7009
14098,43.3344,-78.3806
14101,42.3895,-78.5436
14102,42.8393,-78.5569
14103,43.2123,-78.3766
14105,43.1978,-78.4839
14108,43.2633,-78.727
14109,43.1378,-79.0351
14111,42.5825,-78.9008
14112,42.6981,-78.9395
14113,42.6716,-78.3397
14120,43.0736,-78.8364
14125,43.0871,-78.2784
14126,43.3356,-78.7256
14127,42.7518,-78.7438
14129,42.4801,-79.0104
14130,42.556,-78.1477
14131,43.2362,-78.899
14132,43.1493,-78.8777
14134,42.5275,-78.5242
14135,42.4877,-79.2409
14136,42.5231,-79.1704
14138,42.3703,-79.0505
14139,42.7166,-78.5348
14141,42.5221,-78.7094
14143,42.9756,-78.0734
14145,42.73,-78.4281
14150,42.9978,-78.8783
14167,42.7441,-78.3249
14168,42.5204,-78.9907
14169,42.7662,-78.5239
14170,42.7023,-78.6709
14171,42.4228,-78.6428
14172,43.2831,-78.8181
14173,42.526,-78.4731
14174,43.2409,-79.0018
14201,42.8967,-78.887
14202,42.8879,-78.8831
14203,42.8638,-78.8658
14204,42.8823,-78.8613
14206,42.8809,-78.8114
14207,42.9517,-78.8978
14208,42.9161,-78.853
14209,42.9141,-78.8661
14210,42.8635,-78.8274
14211,42.9078,-78.8189
14212,42.8942,-78.8202
14213,42.918,-78.8928
14214,42.9395,-78.8408
14215,42.9353,-78.8107
14216,42.9485,-78.8617
14217,42.9718,-78.8769
14218,42.8196,-78.8286
14219,42.7889,-78.8269
14220,42.8456,-78.8232
14221,42.98,-78.7229
14222,42.9198,-78.8769
14223,42.9735,-78.8462
14224,42.8378,-78.748
14225,42.929,-78.7516
14226,42.971,-78.7987
14227,42.8842,-78.7462
14228,43.0409,-78.7812
14261,43.002,-78.7854
14301,43.0958,-79.0405
14302,43.0939,-79.0492
14303,43.085,-79.0381
14304,43.0994,-78.952
14305,43.1196,-79.0223
14411,43.2342,-78.2119
14414,42.8935,-77.7352
14415,42.7555,-77.0171
14416,43.079,-77.9817
14418,42.6078,-77.2151
14420,43.2121,-77.9345
14422,43.0823,-78.0657
14423,42.9442,-77.8276
14424,42.8482,-77.3082
14425,42.9916,-77.338
14427,42.6205,-78.0537
14428,43.0774,-77.8595
14432,42.9574,-77.1435
14433,43.082,-76.8786
14435,42.7131,-77.6623
14437,42.5752,-77.7383
14441,42.6852,-76.9573
14445,43.1127,-77.4899
14450,43.0916,-77.417
14454,42.7969,-77.7738
14456,42.8459,-77.0012
14462,42.6865,-77.7511
14464,43.3271,-77.9362
14466,42.7765,-77.5811
14467,43.0417,-77.6102
14468,43.2911,-77.8053
14469,42.8775,-77.466
14470,43.2105,-78.0534
14471,42.7539,-77.4922
14472,42.9673,-77.5792
14475,42.9378,-77.4984
14476,43.3292,-78.0447
14477,43.3336,-78.1359
14478,42.5779,-77.1263
14479,43.2362,-78.3139
14480,42.8395,-77.7068
14481,42.7619,-77.9214
14482,42.977,-77.9723
14485,42.8799,-77.6005
14486,42.8943,-77.9216
14487,42.8118,-77.636
14489,43.085,-76.99
14502,43.0973,-77.3355
14504,42.9691,-77.2315
14505,43.1606,-77.1732
14506,43.0018,-77.507
14507,42.6978,-77.2703
14510,42.6901,-77.8746
14511,42.9976,-77.8781
14512,42.6456,-77.3916
14513,43.0728,-77.0953
14514,43.0999,-77.7997
14516,43.2007,-76.916
14517,42.5924,-77.8959
14519,43.2326,-77.314
14521,42.6754,-76.8075
14522,43.0611,-77.2212
14525,42.8733,-78.0124
14526,43.1511,-77.4476
14527,42.6671,-77.0653
14529,42.54,-77.6382
14530,42.7334,-78.0048
14532,42.9645,-77.0258
14533,42.8444,-77.8855
14534,43.0559,-77.5202
14536,42.5419,-78.0833
14537,43.0358,-77.1634
14539,42.8346,-77.8749
14541,42.7566,-76.8444
14542,43.1473,-76.8601
14543,42.9876,-77.6774
14544,42.7566,-77.2435
14545,42.6649,-77.701
14546,43.031,-77.7734
14548,42.976,-77.2439
14549,42.7,-78.0172
14550,42.6778,-78.091
14551,43.2192,-77.045
14555,43.2592,-76.9781
14559,43.1881,-77.818
14560,42.6838,-77.5708
14561,42.8205,-77.1317
14564,42.9829,-77.4241
14568,43.1472,-77.2838
14569,42.7393,-78.1714
14571,43.3426,-78.253
14572,42.5654,-77.571
14580,43.2193,-77.4455
14585,42.9063,-77.5534
14586,43.0418,-77.6869
14588,42.681,-76.8706
14589,43.2401,-77.1725
14590,43.2423,-76.8273
14591,42.832,-78.0983
14592,42.8722,-77.896
14604,43.1568,-77.6048
14605,43.1683,-77.602
14606,43.1713,-77.6986
14607,43.1508,-77.5864
14608,43.1535,-77.6239
14609,43.1775,-77.5528
14610,43.1426,-77.5455
14611,43.1475,-77.6472
14612,43.2657,-77.6761
14613,43.1822,-77.6404
14614,43.1575,-77.615
14615,43.2034,-77.656
14616,43.2346,-77.6576
14617,43.225,-77.5937
14618,43.113,-77.5553
14619,43.1361,-77.649
14620,43.1289,-77.6052
14621,43.1897,-77.6037
14622,43.214,-77.5541
14623,43.0885,-77.6424
14624,43.1274,-77.7323
14625,43.149,-77.5053
14626,43.2143,-77.7138
14627,43.1286,-77.6292
14701,42.0788,-79.2574
14706,42.1133,-78.5258
14707,42.0774,-78.0605
14708,42.0164,-78.0642
14709,42.3524,-77.9856
14710,42.0903,-79.4221
14711,42.326,-78.1215
14712,42.181,-79.3672
14714,42.29,-78.2332
14715,42.0676,-78.1492
14716,42.3788,-79.4351
14717,42.364,-78.184
14718,42.3448,-79.2873
14719,42.3385,-78.8792
14720,42.1085,-79.2813
14721,42.0139,-78.2665
14722,42.2094,-79.4682
14723,42.3104,-79.1398
14724,42.0528,-79.6687
14726,42.2516,-79.0212
14727,42.2079,-78.2918
14728,42.263,-79.4197
14729,42.4035,-78.7433
14731,42.3005,-78.6504
14732,42.2319,-79.1164
14733,42.1491,-79.1746
14735,42.4515,-78.0977
14736,42.1409,-79.7462
14737,42.3351,-78.4305
14738,42.0455,-79.0603
14739,42.1916,-78.1476
14740,42.2196,-79.1841
14741,42.2177,-78.5982
14742,42.1202,-79.3068
14743,42.203,-78.4052
14744,42.4223,-78.2107
14747,42.154,-79.0913
14748,42.1371,-78.6373
14750,42.0798,-79.3293
14752,42.3517,-79.3198
14753,42.0505,-78.6455
14754,42.0257,-78.2059
14755,42.2365,-78.813
14756,42.1979,-79.4211
14757,42.2367,-79.5042
14760,42.0734,-78.4139
14767,42.0517,-79.5113
14769,42.3681,-79.4765
14770,42.0424,-78.3042
14772,42.155,-78.9534
14774,42.0884,-78.1491
14775,42.2322,-79.6952
14777,42.3918,-78.2616
14778,42.0776,-78.4832
14779,42.1064,-78.7778
14781,42.1612,-79.6019
14782,42.2666,-79.2605
14783,42.078,-78.8841
14784,42.3153,-79.3806
14787,42.3112,-79.5705
14788,42.062,-78.3802
14801,42.0969,-77.2886
14802,42.2534,-77.7893
14803,42.2543,-77.7868
14804,42.3172,-77.8489
14805,42.3588,-76.7242
14806,42.16,-77.7793
14807,42.4192,-77.7119
14808,42.5597,-77.4669
14809,42.4197,-77.4461
14810,42.3487,-77.3427
14812,42.2932,-76.9956
14813,42.2479,-77.9911
14814,42.15,-76.9527
14815,42.3746,-77.0928
14816,42.1953,-76.7313
14817,42.3649,-76.3427
14818,42.4481,-76.8189
14819,42.2205,-77.4386
14820,42.1923,-77.3593
14821,42.2341,-77.2143
14822,42.4309,-77.8496
14823,42.2486,-77.5537
14824,42.2671,-76.7009
14825,42.0551,-76.6212
14826,42.4915,-77.497
14827,42.1806,-77.1428
14830,42.1298,-77.0332
14836,42.5163,-77.9178
14837,42.4973,-77.0172
14838,42.1873,-76.666
14839,42.1395,-77.6448
14840,42.4422,-77.1883
14841,42.5253,-76.8409
14842,42.5946,-76.965
14843,42.3183,-77.6455
14845,42.205,-76.8356
14846,42.5347,-78.001
14847,42.604,-76.7398
14850,42.431,-76.4996
14853,42.4476,-76.4796
14854,42.5065,-76.6148
14855,42.1421,-77.5028
14856,42.3767,-77.3665
14858,42.03,-77.1356
14859,42.1199,-76.5352
14860,42.5936,-76.8362
14861,42.0899,-76.6848
14864,42.2783,-76.8417
14865,42.3486,-76.834
14867,42.344,-76.6141
14869,42.3651,-76.7719
14870,42.1676,-77.1346
14871,42.0403,-76.9114
14872,42.2424,-76.8678
14873,42.5224,-77.2984
14874,42.5302,-77.1755
14877,42.0566,-77.6859
14878,42.4503,-76.9434
14879,42.3162,-77.1901
14880,42.1774,-77.9707
14881,42.4006,-76.3567
14882,42.5802,-76.555
14883,42.2392,-76.4811
14884,42.4802,-77.8885
14885,42.0466,-77.5703
14886,42.5047,-76.6898
14889,42.2152,-76.5814
14891,42.3772,-76.9457
14892,42.0483,-76.5271
14893,42.4678,-77.1077
14894,42.0224,-76.769
14895,42.077,-77.9371
14897,42.0292,-77.7924
14898,42.057,-77.439
14901,42.082,-76.7443
14903,42.1253,-76.8756
14904,42.0698,-76.7999
14905,42.0883,-76.8439
15001,40.5921,-80.3198
15003,40.6011,-80.2139
15004,40.3452,-80.3812
15005,40.6446,-80.1759
15006,40.6336,-79.8768
15007,40.6524,-79.9318
15009,40.698,-80.3654
15010,40.7687,-80.3591
15012,40.1588,-79.8122
15014,40.608,-79.741
15015,40.6372,-80.0811
15017,40.3403,-80.1281
15018,40.2732,-79.7938
15019,40.4066,-80.3292
15020,40.2309,-79.9455
15021,40.3943,-80.4351
15022,40.1324,-79.9358
15024,40.5785,-79.8437
15025,40.2991,-79.9219
15026,40.5108,-80.36
15027,40.6668,-80.2394
15028,40.3017,-79.7989
15030,40.5873,-79.7807
15031,40.3482,-80.1612
15033,40.1793,-79.8646
15034,40.3508,-79.8907
15035,40.3849,-79.8071
15037,40.2573,-79.8508
15038,40.2508,-79.9262
15042,40.6879,-80.2053
15043,40.5546,-80.4891
15044,40.6391,-79.95
15045,40.3261,-79.8862
15046,40.5562,-80.2286
15047,40.3157,-79.7999
15049,40.5561,-79.8056
15050,40.5622,-80.4388
15051,40.5624,-79.8671
15052,40.6699,-80.4396
15053,40.381,-80.3598
15054,40.3624,-80.4077
15055,40.3064,-80.1227
15056,40.5648,-80.2138
15057,40.3559,-80.2483
15059,40.6793,-80.4908
15060,40.3669,-80.2921
15061,40.6587,-80.3182
15062,40.1503,-79.8804
15063,40.195,-79.9243
15064,40.3564,-80.15
15065,40.6421,-79.7273
15066,40.752,-80.253
15067,40.2087,-79.9621
15068,40.5617,-79.7129
15071,40.4121,-80.1878
15072,40.1392,-79.8562
15074,40.7279,-80.2183
15075,40.5861,-79.8269
15076,40.6073,-79.8347
15077,40.6242,-80.4219
15078,40.3559,-80.3849
15081,40.5746,-80.2362
15082,40.3778,-80.213
15083,40.2543,-79.7874
15084,40.6301,-79.8028
15085,40.3857,-79.7223
15086,40.6655,-80.0951
15087,40.1896,-79.853
15088,40.2723,-79.8958
15089,40.2204,-79.7406
15090,40.6255,-80.0689
15101,40.5805,-79.9545
15102,40.3213,-80.0366
15104,40.4038,-79.8626
15106,40.4101,-80.1142
15108,40.5,-80.1997
15110,40.3732,-79.8501
15112,40.4046,-79.8377
15116,40.5391,-79.9505
15120,40.3961,-79.9068
15122,40.3603,-79.9052
15126,40.4625,-80.2844
15129,40.2932,-79.9961
15131,40.336,-79.8002
15132,40.3398,-79.8432
15133,40.3272,-79.8633
15135,40.3016,-79.8154
15136,40.4679,-80.1044
15137,40.378,-79.809
15139,40.522,-79.8347
15140,40.4079,-79.7763
15142,40.3854,-80.122
15143,40.5732,-80.1466
15144,40.5493,-79.7828
15145,40.4152,-79.8241
15146,40.4262,-79.7604
15147,40.4971,-79.8273
15148,40.3935,-79.7952
15201,40.4751,-79.9529
15202,40.5053,-80.0685
15203,40.4263,-79.9765
15204,40.456,-80.0609
15205,40.4381,-80.0991
15206,40.4722,-79.9133
15207,40.4004,-79.9337
15208,40.4532,-79.8994
15209,40.4999,-79.9739
15210,40.4071,-79.9838
15211,40.4304,-80.0156
15212,40.4708,-80.0076
15213,40.444,-79.9552
15214,40.4865,-80.0139
15215,40.5048,-79.9138
15216,40.4026,-80.0348
15217,40.4307,-79.9206
15218,40.4238,-79.89
15219,40.4423,-79.9832
15220,40.4197,-80.049
15221,40.4346,-79.8655
15222,40.4476,-79.9934
15223,40.5051,-79.9529
15224,40.4642,-79.9449
15225,40.5064,-80.1116
15226,40.3951,-80.014
15227,40.3757,-79.9706
15228,40.3708,-80.0441
15229,40.5204,-80.0371
15232,40.4525,-79.9319
15233,40.4609,-80.0349
15234,40.3681,-80.0179
15235,40.4598,-79.8224
15236,40.3474,-79.9754
15237,40.5488,-80.0474
15238,40.5346,-79.8805
15239,40.4837,-79.7381
15241,40.3331,-80.0824
15243,40.3748,-80.0731
15260,40.4433,-79.9532
15290,40.4573,-80.0193
15301,40.162,-80.2528
15310,39.7927,-80.4822
15311,40.0459,-80.1839
15312,40.2542,-80.4383
15313,40.068,-80.0238
15314,40.1457,-80.0181
15315,39.7584,-79.9827
15316,39.7246,-80.2537
15317,40.2706,-80.1668
15320,39.8769,-79.9937
15321,40.3234,-80.1879
15322,39.9765,-80.0502
15323,40.1072,-80.4068
15324,40.1008,-80.0658
15325,39.9494,-79.9634
15327,39.7495,-79.9644
15329,40.0306,-80.2755
15330,40.1803,-80.0945
15331,40.1074,-80.0216
15332,40.2415,-79.9929
15333,40.027,-80.015
15334,39.8083,-79.9679
15337,39.9529,-80.3759
15338,39.8099,-79.9674
15340,40.2832,-80.3175
15341,39.8253,-80.3441
15342,40.2442,-80.2212
15344,39.9204,-80.0585
15345,40.0226,-80.105
15346,39.9355,-80.0753
15347,40.2174,-80.2268
15348,39.9884,-79.9961
15349,39.7581,-80.084
15350,40.2929,-80.2009
15351,39.881,-79.9281
15352,39.7534,-80.3952
15353,39.9621,-80.3109
15357,39.9416,-79.9858
15358,40.0554,-80.003
15359,39.8765,-80.2758
15360,40.0849,-80.0824
15361,40.329,-80.2583
15362,39.7624,-80.2168
15363,40.2517,-80.198
15364,39.9415,-80.2906
15366,40.1596,-79.973
15367,40.2653,-80.0556
15368,40.0144,-79.989
15370,39.8758,-80.1756
15376,40.1046,-80.4869
15377,39.9814,-80.4516
15378,40.2783,-80.2751
15379,40.2432,-80.4252
15380,39.8717,-80.4664
15401,39.9011,-79.7472
15410,39.9146,-79.9052
15411,39.7475,-79.3454
15412,40.0922,-79.8567
15413,39.9853,-79.8713
15417,40.0136,-79.9191
15419,40.0555,-79.8945
15420,39.9601,-79.8651
15421,39.8459,-79.5972
15422,39.9814,-79.8114
15423,40.0877,-79.9271
15424,39.8191,-79.3603
15425,40.0265,-79.5566
15427,40.0699,-79.9748
15428,40.081,-79.6818
15429,40.0015,-79.94
15430,40.0402,-79.6554
15431,39.9503,-79.5969
15432,40.1151,-79.8617
15433,39.9703,-79.9582
15434,40.0806,-79.8816
15435,39.9436,-79.8499
15436,39.8178,-79.7248
15437,39.7906,-79.6085
15438,40.0756,-79.8424
15440,39.7353,-79.6166
15442,40.0173,-79.8408
15443,39.9196,-79.8807
15444,40.012,-79.9088
15445,39.8728,-79.6569
15446,40.0334,-79.3991
15447,39.9438,-79.9369
15448,40.1357,-79.734
15449,39.9643,-79.7834
15450,40.0036,-79.9742
15451,39.7387,-79.838
15454,39.8631,-79.8718
15455,40.0033,-79.6423
15456,39.9255,-79.6541
15458,39.8901,-79.8512
15459,39.7665,-79.4661
15460,39.812,-79.9123
15461,39.8424,-79.9003
15462,40.0569,-79.3901
15463,39.9655,-79.8999
15464,39.9245,-79.4367
15466,40.0753,-79.8917
15467,39.7853,-79.9178
15468,39.9561,-79.83
15469,40.0139,-79.4236
15470,39.8687,-79.5335
15472,39.9193,-79.7168
15473,40.0699,-79.7698
15474,39.7497,-79.9007
15475,39.9516,-79.8775
15476,39.8697,-79.9206
15477,40.0782,-79.8637
15478,39.7878,-79.8032
15479,40.153,-79.7144
15480,39.9867,-79.7721
15482,40.0608,-79.7662
15483,40.0834,-79.8507
15484,39.8927,-79.7837
15486,40.0253,-79.7048
15489,39.9664,-79.696
15490,40.0724,-79.4544
15492,40.1194,-79.7624
15501,40.036,-79.1287
15502,40.0358,-79.2461
15510,39.967,-79.0401
15520,40.1063,-79.0605
15521,40.1991,-78.635
15522,39.9493,-78.5519
15530,39.948,-78.9094
15531,40.1845,-79.0796
15532,39.762,-79.0608
15533,39.9828,-78.2405
15534,39.8984,-78.6969
15535,39.8244,-78.452
15536,39.9517,-78.2081
15537,40.0017,-78.365
15538,39.868,-78.8362
15539,40.1284,-78.5915
15540,39.7944,-79.2389
15541,40.0481,-78.9772
15542,39.8757,-79.0715
15544,40.1356,-79.0934
15545,39.7841,-78.7738
15546,40.1367,-79.048
15547,40.1621,-79.0717
15550,39.9868,-78.6439
15551,39.8857,-79.2778
15552,39.7939,-78.9918
15554,40.1254,-78.6185
15555,40.0924,-79.0823
15557,39.9303,-79.2149
15558,39.7502,-79.1116
15559,40.0554,-78.6815
15560,40.0163,-78.9069
15561,40.0956,-79.0877
15562,39.739,-79.1364
15563,40.0978,-78.938
15564,39.73,-78.8378
15601,40.3152,-79.5355
15610,40.1416,-79.4149
15611,40.3065,-79.6526
15612,40.1374,-79.5998
15613,40.5538,-79.5643
15615,40.3652,-79.7342
15616,40.2247,-79.5584
15617,40.2691,-79.6578
15618,40.5622,-79.4452
15620,40.3236,-79.3386
15621,40.2138,-79.4839
15622,40.0417,-79.3229
15623,40.3673,-79.6203
15624,40.3649,-79.4702
15625,40.2695,-79.6798
15626,40.407,-79.5761
15627,40.3513,-79.306
15628,40.1005,-79.3734
15629,40.5973,-79.5631
15631,40.0875,-79.5853
15632,40.439,-79.6069
15633,40.3573,-79.5239
15634,40.3237,-79.6046
15635,40.349,-79.499
15636,40.3654,-79.657
15637,40.265,-79.7119
15638,40.2644,-79.3989
15639,40.2082,-79.5938
15640,40.2247,-79.729
15641,40.6316,-79.5892
15642,40.3192,-79.7205
15644,40.3474,-79.6113
15646,40.0899,-79.3356
15647,40.3454,-79.7238
15650,40.2758,-79.3932
15655,40.2015,-79.1751
15656,40.6464,-79.6221
15658,40.2504,-79.2232
15660,40.2447,-79.7744
15661,40.3221,-79.36
15662,40.3344,-79.4785
15663,40.2518,-79.6792
15665,40.3359,-79.6608
15666,40.1562,-79.5144
15668,40.462,-79.6713
15670,40.4069,-79.4301
15671,40.3563,-79.3218
15672,40.2437,-79.6311
15673,40.5938,-79.5563
15675,40.3353,-79.6371
15676,40.2409,-79.4656
15677,40.1431,-79.2373
15678,40.2872,-79.7263
15679,40.1752,-79.6508
15680,40.5207,-79.4993
15681,40.501,-79.4385
15683,40.1077,-79.6073
15684,40.4607,-79.5206
15686,40.6195,-79.4327
15687,40.1325,-79.3209
15688,40.1686,-79.5847
15689,40.2214,-79.4914
15690,40.6417,-79.5399
15691,40.2954,-79.6861
15692,40.3317,-79.6788
15693,40.2531,-79.4077
15695,40.1973,-79.6933
15696,40.2801,-79.3662
15697,40.2407,-79.5797
15698,40.2164,-79.6895
15701,40.6283,-79.1497
15710,40.6401,-78.8724
15711,41.0081,-78.9623
15712,40.7904,-78.8479
15713,40.5698,-79.2617
15714,40.6454,-78.8231
15715,40.9702,-78.8762
15716,40.4669,-79.188
15717,40.4527,-79.243
15721,40.8146,-78.7925
15722,40.5949,-78.7206
15723,40.7002,-79.1592
15724,40.7391,-78.8178
15725,40.5199,-79.3414
15727,40.558,-79.3098
15728,40.6755,-78.9669
15729,40.7046,-78.9203
15730,41.0548,-79.0935
15731,40.5036,-79.1764
15732,40.7271,-79.2136
15733,40.9869,-78.9607
15734,40.7248,-79.0013
15736,40.7012,-79.3665
15737,40.6052,-78.7578
15738,40.6915,-78.7852
15739,40.6761,-79.168
15741,40.8066,-78.8896
15742,40.8144,-78.863
15744,40.9233,-79.0831
15745,40.6231,-78.9152
15746,40.7588,-78.8859
15747,40.7679,-79.1481
15748,40.5245,-79.0843
15750,40.4847,-79.1808
15752,40.5403,-79.2832
15753,40.7876,-78.6514
15754,40.5566,-79.1515
15756,40.5685,-79.2976
15757,40.8875,-78.7354
15759,40.7711,-79.0303
15760,40.6483,-78.8001
15761,40.6323,-78.8897
15762,40.5972,-78.8299
15764,40.9926,-79.029
15765,40.5976,-78.9961
15767,40.9601,-78.9676
15770,40.9958,-79.1565
15771,40.8309,-78.9892
15772,40.8748,-78.8966
15773,40.6268,-78.7355
15774,40.6569,-79.3267
15775,40.6273,-78.7818
15776,41.0133,-79.114
15777,40.6938,-78.9654
15778,40.9676,-79.1973
15779,40.3992,-79.2177
15780,40.9161,-79.0568
15781,40.9638,-78.9868
15783,40.6068,-79.348
15784,41.025,-79.1405
15801,41.125,-78.7255
15821,41.3554,-78.3677
15823,41.2584,-78.7095
15824,41.2499,-78.8426
15825,41.1753,-79.0404
15827,41.3192,-78.5217
15828,41.3526,-79.1365
15829,41.1762,-79.1976
15832,41.3563,-78.1917
15834,41.5122,-78.2777
15840,41.172,-78.8261
15841,41.2629,-78.5299
15845,41.5005,-78.6957
15846,41.3404,-78.5679
15847,41.0894,-79.0324
15848,41.0316,-78.7191
15849,41.1794,-78.5594
15851,41.0997,-78.9027
15853,41.394,-78.7941
15856,41.0928,-78.6246
15857,41.457,-78.5343
15860,41.3478,-79.048
15861,41.3185,-78.0782
15863,41.0144,-78.8398
15864,41.1024,-79.1982
15865,41.0453,-78.8274
15866,41.0254,-78.7911
15868,41.2814,-78.3837
15870,41.5833,-78.5745
15901,40.3284,-78.9142
15902,40.3199,-78.8804
15904,40.3035,-78.8449
15905,40.2871,-78.9784
15906,40.3727,-78.946
15909,40.4096,-78.8712
15920,40.466,-79.0515
15921,40.3173,-78.7009
15922,40.5176,-78.8766
15923,40.3556,-79.1641
15924,40.1066,-78.7753
15925,40.4086,-78.6406
15926,40.052,-78.8242
15927,40.54,-78.7786
15928,40.2402,-78.9172
15929,40.4676,-79.0057
15930,40.2949,-78.7191
15931,40.516,-78.757
15934,40.279,-78.8041
15935,40.2038,-78.9663
15936,40.1634,-78.8945
15937,40.2053,-78.9847
15938,40.4202,-78.6118
15940,40.5217,-78.6288
15942,40.4035,-78.8122
15943,40.4746,-78.8397
15944,40.3636,-79.0797
15945,40.3579,-78.867
15946,40.3723,-78.6328
15948,40.4899,-78.7647
15949,40.3956,-79.1242
15951,40.3319,-78.7711
15952,40.3035,-78.7761
15953,40.2092,-78.8882
15954,40.4218,-78.9997
15955,40.3224,-78.6973
15956,40.3473,-78.7856
15957,40.5566,-78.8974
15958,40.3893,-78.732
15960,40.4984,-78.8891
15961,40.4668,-78.9377
15962,40.3881,-78.7151
15963,40.2205,-78.763
16001,40.9095,-79.9438
16002,40.8158,-79.8574
16020,41.1153,-79.8986
16022,41.054,-79.7338
16023,40.7855,-79.7503
16024,40.7427,-80.0385
16025,40.9447,-79.7564
16027,40.8202,-80.0192
16028,40.9579,-79.637
16029,40.8792,-79.8463
16030,41.1364,-79.797
16033,40.7916,-80.0453
16034,40.8614,-79.7297
16035,41.1067,-80.01
16036,41.1354,-79.6692
16037,40.8531,-80.1282
16038,41.16,-79.9513
16040,41.0925,-79.843
16041,41.0053,-79.7149
16045,40.8528,-79.9167
16046,40.7007,-80.03
16048,41.0532,-79.8184
16049,41.0966,-79.6726
16050,41.0433,-79.7717
16051,40.9468,-80.1386
16052,40.9047,-80.0614
16053,40.8119,-79.9832
16054,41.157,-79.6574
16055,40.7157,-79.748
16056,40.723,-79.841
16057,41.0346,-80.0567
16059,40.704,-79.9285
16061,41.0066,-79.887
16063,40.7649,-80.1274
16066,40.7111,-80.1059
16101,40.9853,-80.2872
16102,40.9607,-80.4208
16105,41.0535,-80.3382
16110,41.5061,-80.3849
16111,41.5204,-80.2826
16112,40.9682,-80.5018
16113,41.2815,-80.4251
16114,41.4041,-80.1855
16115,40.7935,-80.4634
16116,41.0363,-80.4521
16117,40.8729,-80.2559
16120,40.8917,-80.473
16121,41.2112,-80.4972
16123,40.8196,-80.1982
16124,41.3318,-80.2659
16125,41.406,-80.3734
16127,41.1729,-80.0728
16130,41.4432,-80.2153
16131,41.5504,-80.3775
16132,41.0059,-80.5057
16133,41.2718,-80.1153
16134,41.5059,-80.4641
16136,40.8342,-80.3237
16137,41.2301,-80.2384
16140,41.0953,-80.5141
16141,40.8704,-80.3963
16142,41.1406,-80.339
16143,41.1055,-80.453
16145,41.3853,-80.0718
16146,41.2341,-80.4996
16148,41.2312,-80.432
16150,41.2855,-80.4438
16151,41.4438,-80.207
16153,41.3181,-80.081
16154,41.3245,-80.4209
16155,41.0677,-80.5108
16156,41.0956,-80.218
16157,40.8888,-80.3356
16159,41.1586,-80.4684
16160,40.9279,-80.3636
16161,41.1971,-80.4959
16201,40.8091,-79.4729
16210,40.898,-79.5139
16211,40.7945,-79.2025
16212,40.7531,-79.5846
